skillsCount,projectsCount,internshipCount,certificationCount,metricsCount,githubPresent,linkedinPresent,awsPresent,dockerPresent,redisPresent,score
10,3,1,3,9,0,1,0,1,1,87
15,4,2,3,4,1,0,1,1,1,100
15,3,2,2,4,0,0,0,0,0,81
14,4,0,5,5,1,1,0,0,0,78
5,4,0,1,2,1,1,1,1,1,54
7,1,0,0,2,0,0,0,1,0,29
7,2,0,2,8,0,0,1,0,1,59
18,3,1,3,1,1,0,0,0,1,76
5,3,0,5,5,0,1,0,1,1,59
9,4,0,5,3,0,0,0,1,1,64
11,2,0,3,4,0,0,1,1,0,58
1,2,0,0,1,0,0,1,0,1,22
9,4,0,5,6,1,1,1,0,1,78
2,2,0,3,10,1,1,1,0,1,62
1,1,0,0,9,1,1,1,1,1,50
16,5,0,4,7,1,0,0,1,0,93
2,1,2,0,7,0,1,0,1,1,59
16,3,0,5,5,0,1,0,1,0,78
13,2,1,1,5,1,1,0,0,1,71
4,0,2,5,9,0,0,1,1,0,73
4,2,0,1,6,1,0,0,0,1,44
20,1,2,4,0,0,1,1,1,0,83
1,3,0,0,0,0,0,1,1,1,28
6,5,2,1,10,1,1,1,1,1,100
20,4,2,2,9,1,0,1,1,1,100
3,3,0,4,2,0,1,0,1,1,44
9,0,2,4,0,0,1,1,1,0,56
13,4,1,3,6,0,1,1,0,1,89
14,0,0,1,1,0,1,1,1,1,46
8,4,0,1,4,1,1,0,0,1,58
12,4,0,5,10,1,0,1,0,1,94
12,1,0,0,2,1,1,0,0,1,43
10,1,2,0,3,1,0,0,1,1,64
10,3,0,0,9,1,1,0,1,0,71
2,3,0,1,10,1,1,0,0,1,59
10,5,1,2,5,1,1,0,1,1,86
7,2,1,2,6,1,0,0,0,0,59
8,5,0,3,6,0,1,1,1,1,78
12,1,2,5,8,1,1,0,0,0,88
20,0,2,1,2,1,1,0,0,0,73
11,4,1,1,7,1,0,1,0,1,85
11,1,2,4,9,1,1,0,0,1,90
20,5,0,1,6,1,0,1,1,0,96
2,4,0,0,1,0,0,0,1,0,31
8,5,1,5,1,0,0,0,1,0,68
10,1,2,4,6,0,0,1,1,1,82
19,0,1,0,7,1,0,0,1,1,79
16,1,0,4,6,0,0,0,0,1,66
20,5,0,2,6,0,0,1,1,0,95
13,1,1,3,6,0,1,0,1,0,71
7,3,1,0,8,1,1,0,0,0,68
20,3,0,1,2,0,0,0,0,1,66
8,2,1,0,5,0,1,0,1,0,57
5,0,2,0,3,0,1,0,0,1,44
11,0,2,1,6,0,0,0,1,0,66
1,2,1,4,0,1,0,0,1,0,37
16,3,1,5,10,0,0,1,1,1,100
13,3,1,2,3,1,0,1,1,1,78
17,3,1,3,9,1,1,1,1,1,100
9,4,0,0,1,1,0,0,0,0,44
4,4,1,5,10,0,1,0,0,1,83
16,2,2,0,3,0,1,0,1,0,77
13,4,2,2,10,0,1,0,0,0,100
18,4,0,5,2,1,0,0,0,1,78
7,0,2,0,2,1,1,0,1,0,49
10,1,2,3,1,0,0,1,0,0,58
8,0,0,1,8,1,0,0,0,1,48
19,4,2,1,7,0,1,0,0,0,100
4,3,0,1,9,1,0,1,1,0,63
20,0,1,4,7,1,1,0,1,0,88
16,3,1,1,1,0,0,1,1,1,73
4,0,2,1,1,1,0,1,1,1,47
20,5,1,1,6,1,1,0,0,0,100
17,3,0,0,7,1,0,1,0,0,77
8,5,0,4,9,1,1,1,1,1,92
11,5,0,0,9,1,1,1,1,0,87
3,5,1,5,3,0,0,0,1,1,67
4,2,2,0,5,1,1,0,0,0,58
5,1,2,4,3,1,0,1,0,0,59
6,4,2,2,5,1,1,1,1,1,87
12,2,0,4,4,1,0,0,0,0,57
11,1,0,3,0,0,0,0,0,1,36
2,1,0,3,4,0,1,0,0,1,32
11,3,0,3,8,1,0,0,1,0,74
8,0,0,0,2,1,1,0,0,1,30
1,5,0,2,5,0,1,1,1,1,59
2,3,1,4,3,1,1,0,0,1,54
3,2,2,5,8,0,0,0,0,0,70
19,3,2,5,3,1,0,1,0,0,99
11,0,2,0,8,1,0,1,0,0,73
1,1,1,1,5,1,1,0,0,1,42
4,1,2,4,8,0,0,0,0,0,65
4,1,2,0,10,1,1,0,1,0,72
1,0,2,2,1,0,0,0,0,1,32
3,5,2,4,8,0,1,0,0,1,88
11,5,2,3,2,1,0,0,1,0,86
4,1,2,2,6,1,1,0,1,0,64
6,2,2,4,4,1,1,1,1,1,78
13,0,1,0,0,0,0,0,1,1,43
12,5,2,1,6,1,1,1,1,1,100
9,4,0,0,7,1,1,1,1,1,75
18,3,1,2,1,0,1,1,1,0,78
3,5,1,1,4,0,1,0,0,1,60
12,4,2,5,10,0,0,0,0,0,100
13,1,2,4,1,1,1,0,1,0,71
6,2,1,5,1,0,0,1,1,1,56
5,1,1,4,8,1,0,0,1,1,67
11,3,1,5,0,1,1,1,0,0,66
7,0,2,0,7,1,1,1,1,0,68
10,4,1,4,10,1,1,0,1,1,100
12,0,1,0,10,1,1,0,0,1,72
6,1,1,4,5,0,0,1,0,0,54
19,3,0,5,0,0,0,0,0,0,63
13,5,1,4,1,0,1,0,0,0,74
13,2,2,1,8,1,0,0,0,1,88
4,1,2,1,10,1,0,0,0,1,71
13,3,2,3,9,0,0,1,1,0,100
18,0,2,2,4,1,1,1,0,1,84
15,4,0,0,2,1,1,1,0,1,68
8,5,1,2,10,1,0,0,0,0,88
19,2,0,0,10,1,1,0,0,0,83
14,1,2,3,9,1,1,0,1,1,98
9,0,2,1,7,1,1,1,1,1,77
16,4,2,2,10,1,0,0,1,0,100
8,3,1,2,9,0,0,1,0,1,79
5,4,0,2,1,1,0,0,0,0,40
14,4,0,1,0,0,0,1,1,0,58
6,4,2,4,0,0,0,1,1,1,71
15,2,1,0,9,0,1,0,0,1,82
20,3,0,1,8,1,0,1,1,1,95
11,3,1,2,5,1,1,0,1,0,75
11,5,1,0,7,1,0,1,1,0,89
4,0,1,4,9,1,0,0,0,0,56
11,0,1,5,0,0,1,1,0,0,48
9,0,0,5,5,1,0,0,1,0,50
15,3,0,3,4,0,0,0,0,0,63
16,3,0,0,0,0,0,1,0,1,54
16,1,1,1,1,1,0,0,1,0,59
15,5,2,1,0,1,0,1,0,0,84
1,5,2,0,6,0,1,1,0,1,74
19,1,0,5,6,1,0,1,0,1,81
2,0,0,4,0,0,0,1,1,1,23
6,0,2,0,7,0,0,1,0,1,60
6,2,2,3,10,1,1,0,1,0,87
7,1,2,2,1,0,0,1,1,1,57
13,1,1,5,5,0,1,0,0,1,71
14,3,2,3,8,0,1,0,1,0,99
14,0,1,5,4,1,0,0,1,0,67
3,1,1,4,8,0,1,0,0,1,58
3,3,2,0,0,1,1,0,0,1,49
9,2,1,2,0,0,0,1,1,1,53
16,4,0,0,0,1,0,0,1,1,62
18,3,0,2,9,1,0,0,0,1,88
3,0,1,2,9,0,0,1,0,1,54
7,1,2,5,10,1,0,0,0,1,85
15,5,1,2,2,0,0,1,1,0,83
10,1,1,5,2,0,1,1,0,0,57
20,3,1,2,7,1,1,1,1,1,100
17,0,2,5,6,0,0,0,0,1,85
17,2,2,0,3,1,1,1,1,1,89
20,4,2,0,1,1,0,0,0,1,89
20,1,2,1,7,0,1,1,0,1,97
7,1,0,0,9,0,1,1,1,1,59
1,3,2,0,9,0,0,1,0,0,68
16,4,0,1,9,1,1,0,1,1,93
17,1,2,3,5,1,1,0,0,0,85
12,1,0,1,8,0,0,1,1,1,66
10,0,1,2,2,0,0,0,0,0,40
20,3,1,4,7,0,0,0,0,0,94
13,0,2,0,5,0,0,1,1,1,72
17,4,1,3,0,0,1,0,0,1,75
15,0,2,0,5,1,1,1,0,0,74
4,4,1,2,8,0,1,1,0,0,72
18,5,2,0,3,0,1,1,0,0,96
19,3,1,5,6,1,1,0,1,0,100
11,1,1,3,4,1,0,1,1,1,69
10,5,0,5,3,1,0,0,0,0,67
9,0,1,1,7,1,1,0,0,0,56
19,0,1,0,10,0,0,1,0,0,82
7,3,0,4,5,1,0,0,1,0,59
14,1,2,0,6,0,1,0,1,1,80
15,4,2,2,1,1,0,1,1,0,88
9,3,1,3,10,1,1,0,1,0,88
5,1,0,4,5,0,1,0,0,1,43
4,0,1,3,10,1,0,1,0,0,61
13,0,1,2,10,1,0,0,1,1,80
2,1,1,2,9,0,1,1,0,1,59
18,1,2,4,8,0,0,1,0,0,97
18,5,0,4,5,1,0,1,0,0,91
5,1,1,2,8,1,1,1,1,1,69
3,4,2,4,3,0,0,1,0,0,67
6,4,0,5,4,0,0,0,1,0,58
4,3,1,2,9,0,0,0,1,1,71
16,3,0,3,1,0,0,0,0,0,56
7,0,1,5,2,0,1,0,0,0,42
5,0,2,2,1,1,0,0,0,0,40
4,3,0,0,7,0,0,0,1,1,51
18,0,2,5,1,0,1,0,0,1,74
19,3,2,0,5,1,0,0,0,0,91
7,2,0,5,1,1,0,1,1,1,51
19,2,2,2,5,1,1,0,1,0,96
3,0,2,5,8,0,0,1,1,1,71
6,1,2,2,7,1,0,1,0,1,72
9,4,2,2,1,1,0,1,0,1,75
18,2,0,5,2,1,0,0,0,1,68
5,3,0,4,3,1,1,1,1,0,55
17,1,1,1,10,1,1,1,0,0,90
14,2,0,3,0,0,0,1,1,1,55
10,1,1,2,9,0,1,0,0,1,71
13,1,2,1,9,1,1,0,1,0,89
14,4,2,4,8,1,0,1,0,1,100
17,0,2,0,7,0,0,1,0,0,79
4,0,2,2,6,1,0,1,1,1,64
17,3,1,5,6,1,0,1,1,0,98
5,3,1,1,9,0,0,0,1,1,71
9,2,1,3,6,1,1,1,0,1,74
16,1,1,0,10,0,1,1,0,0,83
16,1,2,0,6,1,1,0,0,1,83
3,2,1,5,2,0,0,1,0,0,46
10,0,1,5,10,1,0,1,0,1,80
12,0,1,2,7,1,0,1,0,0,66
16,3,0,0,5,0,1,1,1,0,72
10,2,1,0,1,1,1,1,1,0,56
5,3,2,3,5,1,1,0,0,1,74
13,3,0,3,9,1,0,0,1,0,81
5,2,2,2,0,0,0,0,0,0,44
19,3,1,4,7,0,0,0,0,0,92
11,1,0,0,9,0,1,0,1,1,63
7,0,2,3,1,0,1,0,0,1,48
13,3,1,2,8,1,0,1,1,1,93
8,0,1,3,1,0,0,1,1,1,46
14,5,1,5,10,1,1,1,1,1,100
16,3,1,0,3,0,0,0,0,1,69
1,2,0,5,0,0,0,1,0,0,26
14,0,0,4,6,0,1,1,1,0,64
5,4,0,4,7,1,1,0,1,1,71
9,2,1,1,1,1,1,1,1,1,59
17,1,2,0,0,1,1,0,1,0,68
20,3,0,5,2,1,0,0,0,1,77
4,0,1,4,2,1,1,1,0,0,41
5,4,0,1,2,0,0,0,0,1,41
12,3,1,1,2,0,0,0,0,1,60
9,4,0,0,1,0,1,1,0,1,50
13,2,1,5,1,1,1,1,1,1,75
13,5,0,4,4,0,0,1,0,0,75
18,1,1,1,3,1,1,1,0,1,74
13,1,1,1,4,1,0,1,0,0,62
2,2,2,5,1,1,1,1,1,1,63
13,3,2,1,4,1,1,0,1,1,87
6,5,0,5,0,0,0,0,0,0,47
13,5,2,5,4,1,0,1,1,0,100
9,4,1,5,9,1,1,0,0,0,90
3,0,0,2,3,0,0,0,1,0,23
2,5,0,4,1,0,0,0,1,1,47
20,5,0,2,8,1,0,0,1,1,100
1,0,0,0,0,1,0,0,0,1,8
7,1,1,5,8,0,1,1,1,0,73
6,2,2,4,7,1,1,0,1,0,80
16,3,0,1,3,0,1,1,1,1,71
7,1,2,0,3,1,0,0,0,1,54
15,2,2,2,10,1,0,1,1,1,100
6,0,1,0,7,0,0,0,0,0,43
10,1,0,0,7,1,1,1,1,0,59
9,0,1,2,1,1,0,0,1,1,45
19,3,2,2,1,1,1,0,1,0,89
6,0,2,4,9,1,0,1,1,0,78
14,4,0,4,4,0,0,1,0,1,75
18,3,1,5,7,1,0,1,1,0,100
19,0,0,2,10,1,1,0,1,0,81
12,4,2,5,7,0,0,0,0,0,95
8,5,1,2,2,1,0,1,1,0,72
3,3,0,3,3,0,0,0,0,0,36
16,3,0,0,5,0,1,1,1,0,72
4,3,0,5,0,0,1,1,0,1,42
19,0,0,4,9,1,0,0,0,1,79
7,1,0,5,2,0,1,0,0,1,40
3,1,2,5,9,1,1,0,0,1,76
11,5,1,0,1,0,1,1,0,1,69
12,3,2,2,10,0,0,1,0,0,97
10,0,1,3,3,0,1,1,0,1,54
10,2,0,2,1,0,0,1,1,1,48
8,4,0,4,7,0,1,1,0,0,71
6,3,1,0,8,1,1,0,1,1,73
12,5,1,3,8,1,0,0,0,1,95
8,1,2,0,9,0,0,0,1,0,72
9,3,1,2,0,0,0,1,0,0,51
14,2,2,4,6,1,0,1,1,1,98
15,1,0,1,2,0,1,1,0,0,49
6,2,1,3,3,1,1,0,0,0,52
6,0,0,0,7,1,0,0,1,1,43
19,1,2,1,1,1,0,1,0,1,78
7,3,1,0,3,1,0,1,1,1,62
5,2,1,1,8,0,0,0,0,1,59
20,0,2,4,9,1,0,1,0,1,100
17,4,1,0,3,1,0,0,0,1,79
8,2,0,2,2,0,0,0,1,1,43
17,1,1,2,4,0,1,0,1,1,74
6,1,0,2,5,1,1,1,1,0,49
11,2,1,4,7,0,1,0,0,0,73
5,5,1,4,5,0,1,1,0,1,77
11,0,1,1,9,0,0,1,1,1,72
13,0,1,0,10,1,0,0,1,0,73
19,5,1,4,3,0,0,0,1,0,94
3,5,1,1,4,0,0,0,1,1,62
19,0,1,5,4,1,0,1,0,0,77
18,2,1,0,10,1,1,0,1,1,98
6,2,1,5,4,1,0,1,0,0,61
1,3,0,0,5,1,1,1,1,1,48
11,0,2,3,1,0,0,1,0,1,58
20,4,1,0,1,0,1,1,0,0,79
17,3,1,3,3,1,0,1,1,0,85
6,3,0,5,0,0,1,1,0,1,46
1,2,1,5,2,1,0,0,1,1,48
19,1,0,5,9,0,1,0,0,0,82
9,4,1,4,1,1,0,1,1,0,70
10,3,1,3,10,1,0,0,1,0,88
6,1,2,5,4,1,0,0,0,1,65
20,5,0,3,6,1,1,1,1,1,100
20,3,2,2,7,0,1,1,1,0,100
6,0,2,4,9,1,1,0,0,0,72
18,4,1,0,6,0,1,1,1,0,94
15,5,0,0,3,1,1,0,1,0,73
14,2,0,2,10,0,1,0,0,0,74
15,1,0,4,7,0,0,1,1,1,75
7,3,1,4,3,0,1,1,1,1,69
13,3,1,3,2,1,0,1,0,1,73
15,3,0,2,9,0,1,1,1,1,89
20,5,2,2,4,0,1,0,1,1,100
12,5,2,2,7,0,1,1,0,0,100
16,5,2,5,1,1,1,1,0,1,100
3,0,1,2,10,0,1,1,1,1,63
19,5,2,3,3,1,1,1,0,1,100
14,3,2,3,3,0,0,0,1,0,82
9,0,0,1,2,0,0,1,1,1,37
7,1,2,2,5,1,0,1,0,0,65
4,3,2,3,10,1,0,1,1,0,90
12,0,1,3,1,0,0,1,0,0,47
6,5,1,0,9,0,0,1,0,0,78
11,3,2,3,10,0,1,1,1,1,100
14,2,2,1,3,0,0,1,0,1,76
10,0,2,1,6,0,1,0,0,0,62
12,5,0,1,8,1,1,1,1,1,91
10,0,2,4,1,0,1,1,0,0,57
10,4,2,4,2,1,1,1,0,0,83
2,2,0,2,9,0,0,1,0,1,52
18,2,1,2,1,0,1,1,1,0,73
14,1,1,0,6,0,1,0,1,0,67
9,0,1,2,5,1,0,0,1,0,54
6,0,0,1,10,1,1,0,0,0,49
6,0,0,2,3,0,0,0,1,1,32
3,3,2,4,2,0,0,0,1,0,59
6,5,2,2,9,0,0,0,0,0,88
11,1,2,5,7,0,0,0,1,1,85
3,5,1,3,8,1,1,0,1,0,80
13,2,2,3,2,1,1,1,0,0,77
17,5,2,3,8,1,0,1,0,1,100
3,4,2,3,3,1,0,0,1,1,71
15,2,0,3,4,1,1,0,0,0,63
12,3,0,4,0,0,0,0,0,0,47
8,2,0,1,7,1,0,1,0,1,59
11,0,2,2,2,1,1,1,0,1,64
11,1,2,1,1,1,0,0,1,1,62
11,0,1,5,0,0,1,0,1,1,51
6,1,1,1,7,1,0,0,1,0,57
20,1,0,4,10,0,1,0,0,1,88
17,1,1,3,9,1,1,0,1,0,91
2,5,0,4,8,1,1,0,0,0,66
1,5,2,0,9,1,1,1,1,1,90
16,5,0,2,1,1,1,0,0,1,72
19,3,1,2,0,1,1,0,1,1,79
18,1,0,3,4,1,1,1,0,1,71
2,3,1,0,3,0,1,0,0,0,40
17,4,0,4,9,0,0,1,1,1,100
11,4,2,3,5,0,0,0,1,1,90
10,3,0,0,10,0,0,1,1,0,73
19,2,2,1,6,0,0,0,1,0,92
2,4,2,0,5,1,1,1,0,0,68
7,0,1,3,1,1,0,0,1,0,40
2,2,2,2,8,1,1,1,0,0,71
19,1,1,3,8,0,0,0,0,0,83
11,1,1,5,5,0,0,0,1,0,66
17,3,2,3,3,1,0,1,1,1,98
7,1,2,3,1,0,1,1,0,0,54
1,0,1,3,8,0,1,1,1,0,52
3,2,1,5,10,1,0,1,1,0,77
5,3,0,0,0,0,0,1,1,1,36
3,5,0,5,4,1,1,1,1,1,69
8,3,0,3,9,1,0,1,1,0,75
15,3,1,2,5,1,0,0,0,0,77
5,3,0,1,2,1,0,1,1,0,44
10,3,2,5,6,0,1,1,1,1,96
17,5,0,2,0,0,1,1,1,0,73
2,0,1,0,2,0,0,0,0,1,23
6,0,1,4,1,1,1,0,0,1,41
7,4,2,3,10,1,0,0,1,1,100
15,0,2,3,6,0,0,1,0,0,78
17,2,0,3,1,0,1,1,1,0,63
10,4,2,3,9,0,1,0,1,1,100
11,1,0,5,4,1,0,0,0,1,55
11,4,1,1,8,0,1,0,0,0,80
7,4,2,2,9,0,1,1,1,0,95
5,2,1,2,10,1,0,0,1,1,74
17,1,1,3,7,0,1,0,0,1,81
3,5,1,2,0,0,1,1,0,0,51
2,3,0,5,9,0,1,0,1,0,62
5,5,1,1,6,1,1,0,0,0,70
16,5,0,4,4,0,0,1,0,1,84
18,3,2,0,1,1,0,0,1,1,84
5,5,2,2,9,0,1,1,1,1,99
12,2,2,4,2,1,1,1,1,1,84
13,2,2,0,6,1,0,0,1,1,84
10,3,1,1,8,1,1,0,1,1,83
6,4,1,0,6,0,0,1,1,0,68
17,3,1,3,1,0,1,0,0,1,73
6,0,1,3,3,1,0,1,0,1,47
9,1,2,0,2,0,0,0,1,0,53
16,5,1,5,3,1,1,0,1,0,95
17,4,1,3,5,1,0,1,1,0,96
4,4,0,1,7,1,0,1,1,0,62
11,4,2,0,5,1,1,0,1,1,89
11,4,1,0,9,0,0,1,0,0,83
4,2,0,0,0,1,1,0,1,1,30
18,0,1,5,8,1,1,0,1,0,89
1,4,0,1,7,0,1,0,1,1,54
17,5,0,3,9,0,0,0,1,0,96
14,5,0,1,10,1,0,0,1,0,92
3,4,0,3,4,1,0,0,1,0,51
1,5,0,1,9,0,1,1,1,0,66
4,5,0,3,4,0,0,0,0,1,54
19,3,2,0,1,1,0,0,1,1,86
9,4,2,1,1,1,0,0,1,0,70
11,3,2,3,2,1,0,1,1,1,83
14,1,1,2,7,0,1,1,0,0,74
19,3,0,1,9,0,0,0,0,1,85
8,4,0,5,3,0,1,1,1,1,68
19,3,2,2,10,1,1,0,1,0,100
5,5,1,0,4,0,1,1,1,0,67
5,5,2,5,2,1,1,1,1,1,87
16,3,2,4,2,0,0,1,1,1,92
19,3,2,2,1,1,0,0,1,0,87
15,3,2,5,6,0,1,0,1,1,100
19,1,1,5,8,1,1,0,1,1,99
3,2,0,2,9,0,0,0,0,1,50
6,4,0,1,2,0,0,0,1,0,44
6,1,2,1,5,1,0,1,0,1,64
3,2,0,5,1,0,0,0,1,1,36
17,2,2,4,9,0,0,1,1,1,100
20,1,0,1,1,0,1,1,0,0,56
12,2,1,0,4,0,0,1,1,1,67
1,4,1,0,6,0,0,0,0,1,53
4,5,1,2,6,1,1,0,1,0,74
2,5,0,2,9,0,1,0,0,0,62
2,4,2,4,10,0,0,0,0,1,85
19,4,2,5,6,1,0,1,1,1,100
17,5,0,5,8,1,1,0,1,0,100
2,5,2,4,2,0,1,0,0,1,68
6,5,2,5,1,1,0,0,0,0,73
8,1,2,1,0,0,1,1,1,1,56
11,1,2,4,2,0,0,0,1,1,68
16,2,2,0,9,1,0,0,1,1,99
15,4,0,1,8,0,1,1,0,1,85
20,5,1,5,10,1,0,0,1,1,100
8,1,1,1,1,1,1,1,1,0,49
20,4,2,1,0,1,0,0,1,0,89
17,3,2,1,9,0,1,0,0,1,100
10,2,1,0,5,1,0,0,1,1,65
12,1,0,5,6,0,1,1,0,0,63
3,4,1,4,10,0,0,0,0,1,77
8,5,2,5,0,1,0,1,0,1,81
10,3,2,4,7,1,0,1,1,0,95
5,0,2,1,8,0,1,0,0,0,58
6,4,2,0,1,1,0,1,0,1,65
20,0,2,0,5,0,1,1,0,1,84
5,3,2,0,5,1,0,1,1,1,74
11,0,0,5,9,0,0,1,0,1,66
17,2,2,3,1,0,0,1,1,0,81
10,0,1,0,10,1,1,0,1,1,72
18,1,0,4,5,1,0,1,1,1,78
6,0,1,1,6,0,0,0,1,1,49
2,0,2,3,8,0,1,1,0,1,63
19,4,1,0,1,0,0,1,1,1,82
6,3,0,5,6,1,0,1,1,0,66
10,0,0,5,2,0,1,1,1,1,49
12,4,2,1,2,0,0,0,1,1,79
19,4,2,4,3,1,1,1,1,1,100
19,0,1,5,1,0,0,1,0,1,68
19,1,0,1,10,0,1,1,1,1,88
19,5,2,0,7,1,1,1,0,0,100
16,1,2,5,6,0,1,0,0,0,87
20,0,2,1,6,1,1,0,0,0,85
14,5,1,3,2,0,0,1,0,1,82
16,3,2,2,4,1,0,0,1,0,90
6,4,1,5,10,0,0,1,1,0,90
2,4,1,3,4,1,0,0,0,0,55
20,5,1,1,0,0,0,1,1,1,88
1,0,0,5,3,1,1,1,0,1,33
4,2,2,5,0,1,0,0,0,1,54
13,0,1,1,9,1,1,0,0,0,70
14,1,2,3,7,1,0,1,1,1,94
16,4,0,3,4,1,1,0,0,0,75
3,0,0,1,9,1,1,1,1,0,48
15,3,1,0,10,1,0,0,0,1,91
4,0,2,3,0,0,0,1,1,1,45
8,0,2,0,8,0,1,1,0,1,69
11,4,1,1,3,0,0,0,0,0,63
5,4,2,1,5,1,0,0,1,0,74
20,2,1,4,1,1,1,1,0,1,83
17,0,1,4,7,0,1,1,1,1,86
15,3,0,2,6,0,1,1,0,1,76
4,0,0,0,3,0,0,1,1,1,28
14,1,1,1,7,0,1,0,1,1,75
3,1,0,4,4,0,1,1,0,1,40
7,2,0,5,0,0,1,0,1,0,40
5,0,1,3,4,1,1,1,1,0,51
3,0,0,4,1,1,1,0,1,0,26
1,3,2,4,2,0,0,1,0,0,55
13,1,0,2,5,1,1,0,1,1,62
16,1,0,1,5,1,0,0,1,0,61
11,0,1,3,9,0,1,0,0,1,70
9,4,0,1,2,1,1,1,1,1,62
14,1,2,5,4,0,0,1,1,0,83
2,1,0,2,10,1,1,0,0,0,48
7,0,1,1,0,0,1,1,0,1,35
6,5,1,1,9,0,0,1,1,0,84
1,1,2,0,4,1,0,0,0,0,42
20,0,1,4,0,0,0,0,1,1,65
16,3,0,5,10,0,1,1,0,0,93
3,1,0,2,4,1,1,0,1,0,36
20,3,2,0,7,1,0,1,1,0,100
10,4,1,5,3,1,1,1,0,1,81
17,4,2,3,9,0,1,1,1,0,100
8,2,2,5,4,0,0,1,1,0,76
7,0,2,5,9,1,1,1,1,0,84
5,0,2,2,7,1,1,1,1,0,68
10,1,2,4,6,0,1,1,1,0,81
11,4,0,4,0,0,1,0,0,1,55
8,5,1,0,1,1,1,1,0,0,63
9,3,1,5,0,1,1,1,1,1,69
5,4,1,5,6,0,0,0,0,0,68
13,0,2,3,1,0,0,0,1,1,62
10,3,2,5,3,1,0,0,1,0,81
13,4,0,0,2,1,0,1,0,0,59
6,0,2,1,4,0,0,1,0,0,50
17,1,2,1,2,0,1,1,1,1,80
8,2,0,4,6,1,0,1,1,1,66
19,0,2,3,4,0,1,0,1,1,85
15,2,1,1,5,0,1,1,1,0,77
8,1,1,1,0,1,1,1,1,1,49
17,5,0,2,4,0,1,0,0,0,77
14,3,0,5,8,0,0,0,1,1,84
4,1,2,2,0,0,0,1,1,0,45
7,1,0,2,7,0,1,1,1,0,54
6,0,1,0,1,0,1,1,1,1,38
2,2,0,2,3,0,1,0,1,1,36
17,3,1,5,6,1,0,1,1,1,100
14,5,1,0,5,1,1,0,0,1,86
19,2,0,3,2,0,1,1,1,0,70
3,1,0,3,6,0,1,0,1,1,44
12,5,2,2,9,0,0,1,0,0,100
5,5,1,0,10,1,1,1,1,1,91
11,1,2,5,8,1,1,0,1,1,93
15,1,0,1,5,0,1,1,1,0,62
10,2,1,3,7,0,1,1,0,0,73
13,5,0,5,9,0,0,1,0,0,92
7,4,0,3,6,0,1,1,1,1,71
9,1,2,3,10,1,1,0,0,0,84
17,0,0,2,2,0,0,0,0,1,47
15,0,0,1,9,1,1,0,1,1,71
19,5,2,0,8,1,0,1,1,1,100
5,2,0,4,9,0,0,1,1,0,63
19,5,0,0,10,0,1,1,1,0,100
1,3,1,3,3,0,0,0,0,0,42
20,3,0,1,2,0,1,0,0,0,65
4,3,0,0,3,1,1,0,0,0,37
10,2,2,2,5,0,0,0,0,1,72
7,0,0,2,8,1,1,1,1,1,58
19,4,0,3,10,1,0,0,1,0,100
5,3,0,2,10,0,0,1,0,0,63
11,1,1,3,4,0,0,0,0,1,58
13,1,0,4,2,0,1,0,0,1,50
10,4,0,5,8,1,0,1,1,1,88
11,5,1,2,4,1,1,1,0,0,82
7,0,1,2,8,0,1,1,0,0,58
5,2,2,2,6,0,1,1,1,0,72
14,3,0,1,8,0,1,1,1,1,82
7,3,0,5,9,1,0,1,1,1,80
12,2,0,5,9,1,0,1,1,0,82
20,3,1,4,4,1,1,1,1,0,98
8,3,0,5,2,0,1,0,0,1,52
5,2,0,1,2,1,1,1,1,1,44
16,5,0,2,3,0,0,0,1,0,74
20,3,2,5,8,0,1,1,1,0,100
11,4,1,2,0,0,1,0,1,0,62
9,5,2,2,7,0,0,1,0,0,92
5,4,0,3,8,1,0,0,0,0,63
19,0,0,2,7,0,1,0,1,0,69
13,3,1,3,4,1,1,1,0,0,78
17,4,2,1,2,1,1,1,1,1,98
6,5,2,5,8,1,1,1,1,0,100
9,3,1,5,6,1,1,0,0,1,79
20,4,1,1,7,0,0,0,0,1,96
1,4,2,0,1,1,1,1,1,1,61
6,2,1,5,7,1,1,0,0,0,68
9,4,0,0,7,1,1,1,1,1,75
19,5,0,4,6,1,1,1,0,0,98
17,0,0,2,9,0,1,1,1,0,75
13,5,2,4,1,1,0,0,1,0,89
4,4,2,3,7,0,0,0,1,1,82
6,1,0,5,10,1,0,1,1,1,71
15,0,2,2,4,0,0,0,1,1,73
7,4,2,3,9,0,0,1,0,1,94
11,5,0,0,6,0,0,1,1,0,73
4,3,2,1,5,0,0,0,0,0,60
9,4,2,3,0,0,1,0,0,1,69
4,1,1,5,7,0,0,0,0,0,54
6,5,2,3,4,1,0,0,0,1,81
12,4,0,2,10,0,1,0,0,0,80
5,4,1,3,6,0,1,0,1,0,70
4,0,0,1,10,1,0,0,0,0,43
13,5,1,0,1,0,1,0,1,0,70
12,2,2,5,10,0,1,1,0,0,100
11,2,1,1,5,0,1,1,1,0,69
11,4,1,4,0,1,0,0,0,0,63
6,4,2,3,1,0,1,1,1,0,71
15,4,1,4,5,1,0,0,0,1,89
3,0,2,2,10,1,1,0,1,1,72
20,0,1,4,10,1,1,0,0,1,96
13,2,2,4,5,0,1,1,0,0,85
8,4,1,1,6,0,1,0,0,1,71
19,0,1,5,3,0,0,1,1,0,75
2,1,1,1,4,1,1,0,1,0,42
18,0,2,4,1,1,1,1,1,1,83
1,3,1,0,4,1,0,1,0,1,49
